Name,lon,lat,District,District_c,Gr_ml_cm,Ho_size_r,Ho_size_u,Mg_fl_cl,Pop_2001,Pop_2011,Pop_2013,Pop_g_r,Pop_g_u,Population,Source,State,State_code,Township,Township_c,Village,Village_co,Village_fa,Village_hh,Village_po,Villagetra,Vt_code,Vt_hh,Vt_pop
Kway Ga Naing Ywyarma,96.7593343,20.4602668,Taunggyi,1601,19,6.05,5.46,1,,0,,0.0066,0.0114,0,DRD,Shan (South),16,Naung Ta Yar,160112,Kway Ga Naing Ywyarma,16011211007,56,56,,Lwe Maw,16011211,1370,7386
Taryawywarma,96.5087121,20.6180423,Taunggyi,1601,19,6.05,5.46,1,396,437,,0.0066,0.0114,437,DRD,Shan (South),16,Kalaw,160102,Taryawywarma,16010208001,84,84,396,Shweminphone,16010208,371,1899
Loi-ngu,97.809772,23.1203984,Lashio,1501,20,6.98,5.59,1.14,278,307,,0.0066,0.0114,307,DRD,Shan (North),15,Lashio,150101,Loi-ngu,15010105009,16,0,278,Namtun,,164,2121
Pang Hkar,98.87042,21.95274,Kengtung,MMR016D001,,,,,,153,156,,,153,GAD+MIMU,Shan (East),MMR016,Matman,MMR016004,Pang Hkar,213166,,21,156,Aye Kyant,MMR016004001,,
Hpan Oo,97.1936541,20.2401218,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,SiSai,,Hpan Oo,16010408005,0,0,0,Pin Son,,0,0
Hhwebauk,96.231188,21.366474,Kyaukse,103,19,5.71,5.27,1,627,747,,0.0117,0.012,747,DRD,Mandalay,1,Myitthar,10303,Hhwebauk,1030304901,0,0,627, ,10303049,0,0
Nam Hu,97.8638551,22.4208591,Lashio,1501,20,6.98,5.59,1.14,98,108,,0.0066,0.0114,108,DRD,Shan (North),15,Mongyai,150104,Nam Hu,15010410003,,27,98,Ho Tu,15010410,312,1184
Thabyechaung,96.50818966,22.08465359,NULL,NULL,19,5.71,5.27,1,134,160,,0.0117,0.012,160,DRD,Mandalay,1,Pyinoolwin,NULL,Thabyechaung,1010102902,NULL,38,134,NULL,NULL,NULL,NULL
Moemai,99.4982187,21.248134,kyaington,1701,20,5.44,5.2,1.14,60,66,,0.0066,0.0114,66,DRD,Shan (East),17,kyaington,170101,Moemai,17010117010,19,19,60,Pankyu,17010117,715,3480
Htonkyaing,100.396703,21.1310751,Mongpyek,1703,20,5.44,5.2,1.14,266,294,,0.0066,0.0114,294,DRD,Shan (East),17,Mongyaung,170311,Htonkyaing,17031103002,53,44,266,Wankaung,17031103,324,2052
Ywarkyilai,96.8816266,20.4550857,Taunggyi,1601,19,6.05,5.46,1,565,623,,0.0066,0.0114,623,DRD,Shan (South),16,Nyaungshwe,160105,Ywarkyilai,16010520005,85,75,565,Innpopkone,16010520,1128,4744
Pang-yao,97.7061809,22.8928285,Lashio,1501,20,6.98,5.59,1.14,391,431,,0.0066,0.0114,431,DRD,Shan (North),15,Lashio,150101,Pang-yao,15010103007,50,0,391,Me-han,,825,4405
Taungkamauk,96.8135221,20.4812153,Taunggyi,1601,19,6.05,5.46,1,352,388,,0.0066,0.0114,388,DRD,Shan (South),16,Nyaungshwe,160105,Taungkamauk,16010515004,67,58,352,Tonelai,16010515,827,3835
Kawnghka,97.8112708,23.5338017,Mu Se,1502,20,6.98,5.59,1.14,111,122,,0.0066,0.0114,122,DRD,Shan (North),15,Kaut Khine,150215,Kawnghka,15021502001,18,18,111,Kaungkhar-Manpyain,15021502,160,1101
Ton-poke,99.18581,21.78789,Kyaington,1701,20,5.44,5.2,1.14,214,236,,0.0066,0.0114,236,DRD,Shan (East),17,Mongket,170102,Ton-poke,17010212009,39,36,214,Nant-yan-lone,17010212,882,5310
Pahoke(soutpaiko),100.069123,20.7230596,Tachileik,1704,20,5.44,5.2,1.14,106,117,,0.0066,0.0114,117,DRD,Shan (East),17,Tarlay,170414,Pahoke(soutpaiko),17041401031,22,20,106,Nayaung,17041401,1269,5583
Yangtawng,99.45397,21.74571,Kyaington,1701,20,5.44,5.2,1.14,250,276,,0.0066,0.0114,276,DRD,Shan (East),17,Mongket,170102,Yangtawng,17010201002,34,45,250,Wankhoke,17010201,470,2700
Nam Ton Myauk,97.9255426,22.5526539,Lashio,1501,20,6.98,5.59,1.14,85,94,,0.0066,0.0114,94,DRD,Shan (North),15,Mongyai,150104,Nam Ton Myauk,15010404007,,12,85,Kawng Kong Nio,15010404,208,1279
Ein Pyar,96.8530838,21.1436723,Taunggyi,1601,19,6.05,5.46,1,374,413,,0.0066,0.0114,413,DRD,Shan (South),16,Yarksaung,160107,Ein Pyar,16010703020,62,61,374,Yam Twin / Ngar kyaung,16010703,3545,20381
Nataung,99.7280689,21.0103257,kyaington,1701,20,5.44,5.2,1.14,173,191,,0.0066,0.0114,191,DRD,Shan (East),17,kyaington,170101,Nataung,17010125009,42,42,173,Mongpet (low),17010125,438,2049
Namtaung,97.7991554,23.1748464,Lashio,1501,20,6.98,5.59,1.14,60,66,,0.0066,0.0114,66,DRD,Shan (North),15,Theinni,150102,Namtaung,15010216003,13,13,60,Kong-mu-puk,15010216,110,448
Hwekwe,99.6141469,21.2121412,kyaington,1701,20,5.44,5.2,1.14,171,189,,0.0066,0.0114,189,DRD,Shan (East),17,kyaington,170101,Hwekwe,17010118019,36,36,171,Mongkhon,17010118,838,3800
Hohuke,97.2409368,23.0476662,Kyaukme,1503,20,6.98,5.59,1.14,154,170,,0.0066,0.0114,170,DRD,Shan (North),15,Nam san,150309,Hohuke,15030904004,,12,154,Khaykhin,,234,1842
Shwetharkone,96.6478739,20.6234506,Taunggyi,1601,19,6.05,5.46,1,106,117,,0.0066,0.0114,117,DRD,Shan (South),16,Kalaw,160102,Shwetharkone,16010211002,20,20,106,,16010211,562,2696
Lawkabo4,99.3463077,21.2175358,kyaington,1701,20,5.44,5.2,1.14,61,67,,0.0066,0.0114,67,DRD,Shan (East),17,kyaington,170101,Lawkabo4,17010117004,11,11,61,Pankyu,17010117,715,3480
Nantsee,99.03552,21.78339,Kyaington,1701,20,5.44,5.2,1.14,50,55,,0.0066,0.0114,55,DRD,Shan (East),17,Mongket,170102,Nantsee,17010211029,13,10,50,Pakhalone,17010211,254,1182
Manna,97.0384484,22.6259203,Kyaukme,1503,20,6.98,5.59,1.14,287,317,,0.0066,0.0114,317,DRD,Shan (North),15,Kyaukme,150306,Manna,15030527003,,26,287,Mankyaung,,412,3490
Wam Kyu,98.0405413,22.0665277,Taunggyi,1601,19,6.05,5.46,1,124,137,,0.0066,0.0114,137,DRD,Shan (South),16,KyiThe,160211,Wam Kyu,16021110006,35,35,124,Wam Work,16021110,358,2054
Muse,97.901667,23.99,,,20,6.98,5.59,1.14,135720,149771,,0.0066,0.0114,149771,DRD,Shan (North),15,,,,,,,,,,,
Katkyaung,99.5828159,21.3965178,kyaington,1701,20,5.44,5.2,1.14,378,417,,0.0066,0.0114,417,DRD,Shan (East),17,kyaington,170101,Katkyaung,17010106009,54,54,378,Kettaung,17010106,934,5799
Phonkan,97.9001605,23.3608437,Mu Se,1502,20,6.98,5.59,1.14,337,372,,0.0066,0.0114,372,DRD,Shan (North),15,Kaut Khine,150215,Phonkan,15021515011,38,38,337,Honaung,15021515,692,4678
Man_mong_hum(loila),98.7558095,23.3237932,Kunlong,1504,20,6.98,5.59,1.14,151,167,,0.0066,0.0114,167,DRD,Shan (North),15,Ho Pan,150417,Man_mong_hum(loila),15041707002,,32,151,Monekun,15041707,,
Myay Mae,96.9001163,21.0783194,Taunggyi,1601,19,6.05,5.46,1,806,889,,0.0066,0.0114,889,DRD,Shan (South),16,Yarksaung,160107,Myay Mae,16010703026,126,107,806,Yam Twin / Ngar Kyaung,16010703,3545,20381
Hawnghang,97.1395121,22.5524257,Kyaukme,1503,20,6.98,5.59,1.14,0,0,,0.0066,0.0114,0,DRD,Shan (North),15,Hsipaw,150306,Hawnghang,15030652005,0,0,0,hohko,15030652,92,622
Nam-lin-awn,97.7485831,22.786201,Lashio,1501,20,6.98,5.59,1.14,295,326,,0.0066,0.0114,326,DRD,Shan (North),15,Lashio,150101,Nam-lin-awn,15010127008,78,0,295,Man Pyen,,669,3563
Si-tha,97.0460702,23.6324158,kyaukme,1503,20,6.98,5.59,1.14,298,329,,0.0066,0.0114,329,DRD,Shan (North),15,Mabaine,150311,Si-tha,15031107004,,75,298,tonkwar,,459,1732
Nyaung Kaing,96.7079478,20.3293695,Taunggyi,1601,19,6.05,5.46,1,,0,,0.0066,0.0114,0,DRD,Shan (South),16,Naung Ta Yar,160112,Nyaung Kaing,16011204008,12,12,,Payar Phyu,16011204,1020,4949
Pang Wo,98.5814602,23.3451529,Kum Lone,1504,20,6.98,5.59,1.14,147,162,,0.0066,0.0114,162,DRD,Shan (North),15,Kum Lone,150416,Pang Wo,15041619005,,18,147,Manpyaine,,217,1851
Htway Hpu,97.3480487,20.2540508,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,SiSai,,Htway Hpu,16010409005,0,0,0,Lwe Put,,0,0
Kettaung,99.6051958,21.3832395,kyaington,1701,20,5.44,5.2,1.14,188,207,,0.0066,0.0114,207,DRD,Shan (East),17,kyaington,170101,Kettaung,17010106022,26,26,188,Kettaung,17010106,934,5799
Dout Pouk Ka Lae,96.9699,19.95807,Taunggyi,1601,19,6.05,5.46,1,155,171,,0.0066,0.0114,171,DRD,Shan (South),16,Pin Laung,160108,Dout Pouk Ka Lae,16010813016,29,29,155,Nan Toke,16010813,1028,5446
Pantawchay,100.048427,20.6021442,Tachileik,1704,20,5.44,5.2,1.14,152,168,,0.0066,0.0114,168,DRD,Shan (East),17,Tachileik,170413,Pantawchay,17041305009,32,30,152,Mong-ko,17041305,1095,5361
Naung Yway Phayar Phyu,97.0920073,20.588374,Taunggyi,1601,19,6.05,5.46,1,210,232,,0.0066,0.0114,232,DRD,Shan (South),16,KyaukTaLone,160111,Naung Yway Phayar Phyu,16011103002,70,70,210,Naung Kar,16011103,888,3306
Mankawng,97.5127544,23.7551055,Muse,1502,20,6.98,5.59,1.14,164,181,,0.0066,0.0114,181,DRD,Shan (North),15,Namkham,150213,Mankawng,15021334006,,33,164,Oi-lawmansam,,51,422
Thit Yar Pin,96.6080665,20.7935576,Taunggyi,1601,19,6.05,5.46,1,355,392,,0.0066,0.0114,392,DRD,Shan (South),16,PinTaYa,160106,Thit Yar Pin,16010604007,0,63,355,Myaycharchauint,16010604,219,1291
Wan-kort,99.940217,20.5324114,Tachileik,1704,20,5.44,5.2,1.14,134,148,,0.0066,0.0114,148,DRD,Shan (East),17,Tachileik,170413,Wan-kort,17041306011,38,35,134,Phan-min,17041306,870,4570
San Lit,97.5951803,20.7248956,Loilem,1602,19,6.05,5.46,1,127,140,,0.0066,0.0114,140,DRD,Shan (South),16,NamSan,160202,San Lit,16020210008,20,20,127,Hi Nar Kyi,16020210,401,1565
Hpa-phate,98.4031864,22.9583383,Lashio,1501,20,6.98,5.59,1.14,121,134,,0.0066,0.0114,134,DRD,Shan (North),15,Lashio,150101,Hpa-phate,15010172002,14,0,121,Kaungkye,,125,845
Daw-se`,97.4305176,19.8301527,Loikaw,1001,20,5.88,5.5,1.14,150,188,,0.0151,0.0157,188,DRD,Kayah,10,Loikaw,100101,Daw-se`,10010113004,,,150,Tee-long,10010113,298,1482
Maw Long,97.05472,23.22717,Kyaukme,MMR015D003,,,,,,340,346,,,340,MIMU+GAD,Shan (North),MMR015,Manton,MMR015019,Maw Long,211013,,61,346,Maw Long,MMR015019020,,
Naungnoon (kwethit),99.6280447,21.2493638,kyaington,1701,20,5.44,5.2,1.14,304,335,,0.0066,0.0114,335,DRD,Shan (East),17,kyaington,170101,Naungnoon (kwethit),17010120021,65,65,304,Mong sem,17010120,1636,7947
Nam Toke,98.0471566,20.3791961,Taunggyi,1602,19,6.05,5.46,1,205,226,,0.0066,0.0114,226,DRD,Shan (South),16,Lin Kae,160205,Nam Toke,16020501005,70,65,205,Naung Lon,16020501,340,1700
Longlwi,98.2618076,23.0120465,Lashio,1501,20,6.98,5.59,1.14,190,210,,0.0066,0.0114,210,DRD,Shan (North),15,Lashio,150101,Longlwi,15010152006,50,0,190,Panthapyay,,450,1463
Wam Hpai Naung Long,97.6036958,21.3410406,Taunggyi,1601,19,6.05,5.46,1,146,161,,0.0066,0.0114,161,DRD,Shan (South),16,Lae Char,160206,Wam Hpai Naung Long,16020616004,20,20,146,Wam Hpai,16020616,136,752
Lai Me,96.915489,21.3350225,Taunggyi,1601,19,6.05,5.46,1,175,193,,0.0066,0.0114,193,DRD,Shan (South),16,Yarksaung,160107,Lai Me,16010711011,50,48,175,Par Mae,16010711,918,4017
Nam-hkum-hpa,97.8721624,22.7418597,Lashio,1501,20,6.98,5.59,1.14,566,625,,0.0066,0.0114,625,DRD,Shan (North),15,Lashio,150101,Nam-hkum-hpa,15010120005,95,0,566,Nampawng,,748,5283
Ba-lawng Dingsa,97.4314157,23.8729887,Banmaw,902,21,7.96,6.01,1.28,169,194,,0.0091,0.0144,194,DRD,Kachin,9,Mansi,90210,Ba-lawng Dingsa,9021030002,27,24,169,BanGawHteinNo,9021030,156,1143
Naungsan,97.7834468,23.2984589,Mu Se,1502,20,6.98,5.59,1.14,221,244,,0.0066,0.0114,244,DRD,Shan (North),15,Kaut Khine,150215,Naungsan,15021518011,36,36,221,Nampu,15021518,166,1329
Pan Moke,97.5196819,20.9980762,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,Pinlone,,Pan Moke,16021205003,0,0,0,,,0,0
Wanphyo,100.358724,21.1265013,Mongpyek,1703,20,5.44,5.2,1.14,172,190,,0.0066,0.0114,190,DRD,Shan (East),17,Mongyaung,170311,Wanphyo,17031102009,35,32,172,Haungsang,17031102,487,3196
Panwyn Up,99.7538226,21.1926262,kyaington,1701,20,5.44,5.2,1.14,127,140,,0.0066,0.0114,140,DRD,Shan (East),17,kyaington,170101,Panwyn Up,17010121034,20,20,127,Loi mwe,17010121,830,4961
Nan Kook,97.0946581,20.5782537,Taunggyi,1601,19,6.05,5.46,1,385,425,,0.0066,0.0114,425,DRD,Shan (South),16,KyaukTaLone,160111,Nan Kook,16011101002,77,77,385,Athone Taw,16011101,809,2578
Kong-mon,97.538795,23.1827148,kyaukme,1503,20,6.98,5.59,1.14,155,171,,0.0066,0.0114,171,DRD,Shan (North),15,namtu,150308,Kong-mon,15030821003,,25,155,manzarlon,,255,1513
Sin Net Chaung,96.4432834,21.2355008,Taunggyi,1601,19,6.05,5.46,1,501,553,,0.0066,0.0114,553,DRD,Shan (South),16,YwaNgan,160109,Sin Net Chaung,16010920003,90,90,501,Kyauk Ku Pyin,16010920,454,2574
Naung Hay,97.8075182,21.3286799,Taunggyi,1601,19,6.05,5.46,1,191,211,,0.0066,0.0114,211,DRD,Shan (South),16,Lae Char,160206,Naung Hay,16020610008,26,26,191,Wam Hte,16020610,330,2381
Kun-kong,97.7898826,23.1713875,Lashio,1501,20,6.98,5.59,1.14,75,83,,0.0066,0.0114,83,DRD,Shan (North),15,Theinni,150102,Kun-kong,15010216005,21,21,75,Kong-mu-puk,15010216,110,448
Moaksoema(alai),96.673545,19.371755,Hpaan,1101,20,6.1,5.69,1.14,142,165,,0.01,0.0218,165,DRD,Kayin,11,Thantaung,110104,Moaksoema(alai),11010442005,0,31,142,Kalaykho,11010442,320,1551
Hte Ye Ywyar Thit,97.0346785,20.5161488,Taunggyi,1601,19,6.05,5.46,1,430,475,,0.0066,0.0114,475,DRD,Shan (South),16,KyaukTaLone,160111,Hte Ye Ywyar Thit,16011102006,86,86,430,Nar Hee,16011102,1208,4035
Yaw-na,99.8967585,20.6874423,Tachileik,1704,20,5.44,5.2,1.14,44,49,,0.0066,0.0114,49,DRD,Shan (East),17,Tachileik,170413,Yaw-na,17041307005,16,14,44,Monghal,17041307,195,742
Na-hoi,97.6633434,22.9975323,Lashio,1501,20,6.98,5.59,1.14,252,278,,0.0066,0.0114,278,DRD,Shan (North),15,Lashio,150101,Na-hoi,15010118006,100,0,252,Na-kawn-kong,,605,1356
Thayetpin,96.968395,20.4738259,Taunggyi,1601,19,6.05,5.46,1,79,87,,0.0066,0.0114,87,DRD,Shan (South),16,Nyaungshwe,160105,Thayetpin,16010519012,27,23,79,Theleoo,16010519,74,1152
Oumhin,96.5932811,20.7275154,Taunggyi,1601,19,6.05,5.46,1,323,356,,0.0066,0.0114,356,DRD,Shan (South),16,Kalaw,160102,Oumhin,16010213004,67,67,323,,,423,2144
wan kot ho pong,97.6758315,20.4335938,Loilem,1602,19,6.05,5.46,1,50,55,,0.0066,0.0114,55,DRD,Shan (South),16,Maukmal,160204,wan kot ho pong,16020402005,11,11,50,ho loi,16020402,291,1596
Makyi Pin Kone,96.8202528,21.215514,Taunggyi,1601,19,6.05,5.46,1,69,76,,0.0066,0.0114,76,DRD,Shan (South),16,Yarksaung,160107,Makyi Pin Kone,16010705002,11,12,69,Ma Kyi Kone,16010705,499,2278
Thitlhan,96.5541049,20.5457438,Taunggyi,1601,19,6.05,5.46,1,126,139,,0.0066,0.0114,139,DRD,Shan (South),16,Kalaw,160102,Thitlhan,16010205005,27,27,126,,16010205,501,2508
Hohpyit,97.9232298,23.7665036,Mu Se,1502,20,6.98,5.59,1.14,807,891,,0.0066,0.0114,891,DRD,Shan (North),15,Kaut Khine,150215,Hohpyit,15021511001,132,132,807,Hophatmanpyain,15021511,512,3693
Konesa,97.8380096,23.8315646,Mu Se,1502,20,6.98,5.59,1.14,64,71,,0.0066,0.0114,71,DRD,Shan (North),15,Kaut Khine,150215,Konesa,15021534005,8,8,64,Manpu,15021535,256,1866
Naungyasai,98.0361804,20.6694129,Loilem,1602,19,6.05,5.46,1,332,366,,0.0066,0.0114,366,DRD,Shan (South),16,moehnae,160203,Naungyasai,16020311002,24,45,332,Naunglaing,16020311,205,2043
Thayetpin,96.8595345,20.6752445,Taunggyi,1601,19,6.05,5.46,1,161,178,,0.0066,0.0114,178,DRD,Shan (South),16,Nyaungshwe,160105,Thayetpin,16010508005,34,29,161,Latmaungkwai,16010508,448,2212
Taung Hteik,96.954741,21.7275373,Taunggyi,1601,19,6.05,5.46,1,408,450,,0.0066,0.0114,450,DRD,Shan (South),16,Inn Taw,160113,Taung Hteik,16011301013,85,80,408,Kyauk Gu,16011301,2069,9681
Yaing,96.71411,20.18018,Taunggyi,1601,19,6.05,5.46,1,245,270,,0.0066,0.0114,270,DRD,Shan (South),16,Pin Laung,160108,Yaing,16010812006,35,35,245,Myauk Hte Vwar,16010812,732,4401
Me Poke,96.95189,22.11476,Kyaukme,MMR015D003,,,,,,1039,1058,,,1039,GAD+MIMU,Shan (North),MMR015,Nawnghkio,MMR015013,Me Poke,209658,,,1058,Me Poke,MMR015013013,,
Naung Hee,97.8822792,21.8337635,Taunggyi,1601,19,6.05,5.46,1,164,181,,0.0066,0.0114,181,DRD,Shan (South),16,KyiThe,160211,Naung Hee,16021124006,17,17,164,Mine Koung,16021124,359,2643
Kyarhtun,96.8049138,20.429718,Taunggyi,1601,19,6.05,5.46,1,1820,2008,,0.0066,0.0114,2008,DRD,Shan (South),16,Nyaungshwe,160105,Kyarhtun,16010523009,318,302,1820,Kyaypawkong,16010523,1034,6156
Pyin Thar,96.77065,20.18166,Taunggyi,1601,19,6.05,5.46,1,754,832,,0.0066,0.0114,832,DRD,Shan (South),16,Pin Laung,160108,Pyin Thar,16010805013,128,128,754,Hte Paung,16010805,623,1247
Mae Saung,97.2384369,20.0615834,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,SiSai,,Mae Saung,16010412017,0,0,0,Naung Kyaw,,0,0
Wan hin,99.6390886,21.3304206,kyaington,1701,20,5.44,5.2,1.14,98,108,,0.0066,0.0114,108,DRD,Shan (East),17,kyaington,170101,Wan hin,17010105014,11,11,98,Wansaung,17010105,487,3352
Kaungkan,97.9928332,22.9693944,Lashio,1501,20,6.98,5.59,1.14,170,188,,0.0066,0.0114,188,DRD,Shan (North),15,Lashio,150101,Kaungkan,15010156006,15,0,170,Kawngkaw,,249,1345
Ketka,99.18398,21.84107,Kyaington,1701,20,5.44,5.2,1.14,149,164,,0.0066,0.0114,164,DRD,Shan (East),17,Mongket,170102,Ketka,17010212023,30,25,149,Nant-yan-lone,17010212,882,5310
Saung Twn,96.76025,20.23629,Taunggyi,1601,19,6.05,5.46,1,322,355,,0.0066,0.0114,355,DRD,Shan (South),16,Pin Laung,160108,Saung Twn,16010810004,59,59,322,Pin Moon,16010810,1055,5478
Watthachaung( north ),96.9648908,20.4518862,Taunggyi,1601,19,6.05,5.46,1,365,403,,0.0066,0.0114,403,DRD,Shan (South),16,Nyaungshwe,160105,Watthachaung( north ),16010517012,52,37,365,Naungtaw,16010517,803,6335
Shauksinpa,98.5232816,23.5331769,Kum Lone,1504,20,6.98,5.59,1.14,133,147,,0.0066,0.0114,147,DRD,Shan (North),15,Kum Lone,150416,Shauksinpa,15041610003,,14,133,Wawchone,,311,2582
Longtawng,98.2908003,20.2945332,Loi Lem,1602,19,6.05,5.46,1,56,62,,0.0066,0.0114,62,DRD,Shan (South),16,Maing Pan,160209,Longtawng,16020910004,6,6,56,Nawngyang,16020910,202,1598
Wan Hpwi,97.9962787,20.6029643,Loilem,1602,19,6.05,5.46,1,432,477,,0.0066,0.0114,477,DRD,Shan (South),16,moehnae,160203,Wan Hpwi,16020311004,30,39,432,Naunglaing,16020311,205,2043
Ha tam,97.6850168,22.0265073,Kyaukme,1503,20,6.98,5.59,1.14,161,178,,0.0066,0.0114,178,DRD,Shan (North),15,Hsipaw,150306,Ha tam,15030606005,33,0,161,zomlone,15030606,306,1458
Man Wun Hoke,98.44302,22.35644,Lashio,MMR015D001,,,,,,108,110,,,108,GAD+MIMU,Shan (North),MMR015,Tangyan,MMR015004,Man Wun Hoke,206793,,23,110,Loi Se,MMR015004023,,
Pet Kaw Lay,96.536284,20.3747642,Taunggyi,1601,19,6.05,5.46,1,,0,,0.0066,0.0114,0,DRD,Shan (South),16,Naung Ta Yar,160112,Pet Kaw Lay,16011213003,46,46,,Pway Pyin,16011213,488,2201
Maw Wan,98.8378,21.85609,Kengtung,MMR016D001,,,,,,176,179,,,176,GAD+MIMU,Shan (East),MMR016,Matman,MMR016004,Maw Wan,213196,,25,179,Hsut Woe,MMR016004005,,
Wantauk(low),100.611272,21.2629826,Mongpyek,1703,20,5.44,5.2,1.14,25,28,,0.0066,0.0114,28,DRD,Shan (East),17,Mongyu,170312,Wantauk(low),17031203007,7,7,25,Tarkyant,17031203,221,1050
Taungpyar,96.8273106,20.4898998,Taunggyi,1601,19,6.05,5.46,1,263,290,,0.0066,0.0114,290,DRD,Shan (South),16,Nyaungshwe,160105,Taungpyar,16010515005,47,38,263,Tonelai,16010515,827,3835
Wannwet,99.9245206,20.8773678,Mongpyek,1703,20,5.44,5.2,1.14,88,97,,0.0066,0.0114,97,DRD,Shan (East),17,Mongpyek,170310,Wannwet,17031001005,22,18,88,Mongpyek,17031001,339,1710
Cho Kham,97.4723548,20.8641306,Taunggyi,1602,19,6.05,5.46,1,290,320,,0.0066,0.0114,320,DRD,Shan (South),16,Loi Lem,160201,Cho Kham,16020105006,43,43,290,Khaung Nwe,16020105,422,2820
Moe kin,96.6945495,24.1036312,Bamaw,902,21,7.96,6.01,1.28,370,424,,0.0091,0.0144,424,DRD,Kachin,9,Shwegu,90208,Moe kin,9020812003,42,42,370,Si maw,9020812,183,1062
Yay Oo,96.7230682,20.9801031,Taunggyi,1601,19,6.05,5.46,1,122,135,,0.0066,0.0114,135,DRD,Shan (South),16,PinTaYa,160106,Yay Oo,16010618005,0,28,122,Htaethun,16010618,243,1286
Saung See,96.75961,20.16487,Taunggyi,1601,19,6.05,5.46,1,217,239,,0.0066,0.0114,239,DRD,Shan (South),16,Pin Laung,160108,Saung See,16010802017,44,44,217,Bam Bar,16010802,1258,6268
Tarchinhsue,98.6523979,23.4418309,Kum Lone,1504,20,6.98,5.59,1.14,156,172,,0.0066,0.0114,172,DRD,Shan (North),15,Kum Lone,150416,Tarchinhsue,15041605007,,22,156,Konenyaung,,293,2111
Nakai,99.062841,21.4062802,Mongsek,1702,20,5.44,5.2,1.14,113,125,,0.0066,0.0114,125,DRD,Shan (East),17,Tontar,170205,Nakai,17020506007,19,15,113,Pankhaing,17020506,288,1629
Nakyaung(gorkha),96.9378713,22.4639597,Kyaukme,1503,20,6.98,5.59,1.14,396,437,,0.0066,0.0114,437,DRD,Shan (North),15,Kyaukme,150306,Nakyaung(gorkha),15030516007,,46,396,Husone,,388,2844
YeTwe,96.4581229,19.8030573,Nyapitaw,106,19,5.71,5.27,1,207,211,,0.0117,0.012,211,DRD,Nyapitaw,18,Pyinmana,10604,Yitwe,0,0,32,207,MePauk,10604054,204,0
Nan Pan Taung,96.75988,20.02988,Taunggyi,1601,19,6.05,5.46,1,211,233,,0.0066,0.0114,233,DRD,Shan (South),16,Pin Laung,160108,Nan Pan Taung,16010804014,40,40,211,Taung Hte Vwar,16010804,1022,4637
Pa-pauk,99.06273,21.75249,Kyaington,1701,20,5.44,5.2,1.14,35,39,,0.0066,0.0114,39,DRD,Shan (East),17,Mongket,170102,Pa-pauk,17010211020,8,7,35,Pakhalone,17010211,254,1182
sharkyein,98.6276529,23.5962741,Kum Lone,1504,20,6.98,5.59,1.14,771,851,,0.0066,0.0114,851,DRD,Shan (North),15,Kum Lone,150416,sharkyein,15041611001,,80,771,Namphon,,260,2251
wesehku(south),97.1088508,19.6961713,Loikaw,1001,20,5.88,5.5,1.14,354,444,,0.0151,0.0157,444,DRD,Kayah,10,Demoso,100102,wesehku(south),10010201004,62,58,354,sintaung,10010201,390,2250
Taungpatywarthit,96.7479333,20.8795983,Taunggyi,1601,19,6.05,5.46,1,145,160,,0.0066,0.0114,160,DRD,Shan (South),16,Kalaw,160102,Taungpatywarthit,16010221010,33,33,145,,,870,4066
Pankan,97.0551635,20.1340653,Taunggyi,1601,19,6.05,5.46,1,212,234,,0.0066,0.0114,234,DRD,Shan (South),16,Nyaungshwe,160105,Pankan,16010531007,46,39,212,Banpyin,16010531,797,3706
Man Taung Kaw,97.9102452,22.6536007,Lashio,1501,20,6.98,5.59,1.14,215,237,,0.0066,0.0114,237,DRD,Shan (North),15,Mongyai,150104,Man Taung Kaw,15010405003,,44,215,Loi Ngun,15010405,463,1989
Naungwo,98.3400557,22.986166,Lashio,1501,20,6.98,5.59,1.14,380,419,,0.0066,0.0114,419,DRD,Shan (North),15,Lashio,150101,Naungwo,15010171001,90,0,380,Naungwo,,290,1112
Wanowel,99.6737948,21.3266801,kyaington,1701,20,5.44,5.2,1.14,130,143,,0.0066,0.0114,143,DRD,Shan (East),17,kyaington,170101,Wanowel,17010113018,25,25,130,Monglann,17010113,712,4012
Wanpyin,99.38447,21.55327,Kyaington,1701,20,5.44,5.2,1.14,75,83,,0.0066,0.0114,83,DRD,Shan (East),17,Mongket,170102,Wanpyin,17010204010,16,12,75,Naung-lone,17010204,144,882
Mong Wi,97.508424,23.6146622,Muse,1502,20,6.98,5.59,1.14,246,271,,0.0066,0.0114,271,DRD,Shan (North),15,Namkham,150213,Mong Wi,15021336001,,18,246,Mong Wi,,302,2221
Nanhoywarthit,96.9667953,20.1385598,Taunggyi,1601,19,6.05,5.46,1,106,117,,0.0066,0.0114,117,DRD,Shan (South),16,Nyaungshwe,160105,Nanhoywarthit,16010530003,25,16,106,Linlanmhauk,16010530,316,1465
Mak Hki Nu,96.82275,22.26966,Kyaukme,MMR015D003,,,,,,535,545,,,535,GAD+MIMU,Shan (North),MMR015,Nawnghkio,MMR015013,Mak Hki Nu,209606,,,545,Mak Hki Nu,MMR015013005,,
